uid,up_name,followers,n_videos,avg_play,med_play,std_play,avg_comment_scraped,med_comment_scraped,avg_danmaku,med_danmaku,avg_title_len,avg_desc_len,avg_length,std_length,danmaku_missing_rate,upload_freq,sentiment_mean_comment,sentiment_std_comment,sentiment_mean_danmaku,sentiment_std_danmaku,comment_topic_diversity,danmaku_topic_diversity,content_cohesion,comment_repetition,danmaku_repetition,comment_semantic_cohesion,danmaku_semantic_cohesion,label_binary
232472043,DJI大疆创新,1396904,20,78257.45,6572.5,218342.6435180976,47.25,34.0,53.1,19.5,19.4,84.95,25.05,19.959102922568544,0.0,75.0,0.6329265686693212,0.2772879970405806,0.926875129815633,0.1614477100961429,0.3729784390728802,0.5319239953813675,0.5199292898178101,0.4026138279932546,0.7683080808080808,0.5339636206626892,0.924307942390442,0
261485584,HOPICO,2436817,20,1772827.6,878197.5,3407838.005951441,100.85,101.0,2587.2,2353.5,27.75,69.8,1544.25,577.543425116014,0.0,3.896103896103896,0.7487792028931474,0.2381765002000839,0.7584638978224431,0.2762187773204242,0.8109132359692865,1.172740926957883,0.6872991323471069,0.3879419636568531,0.3471661133554657,0.5721614360809326,0.6143990755081177,0
286187082,大耳朵TV,1079036,20,183089.55,155092.0,114649.0124512636,100.8,101.0,518.95,458.0,58.4,26.6,582.95,236.2481913046888,0.0,18.181818181818183,0.5839508711057807,0.2812435752320132,0.5624863485969809,0.3238615555883423,1.7970858353772772,0.376602184447125,0.7089701890945435,0.3865644941660214,0.3505006295341447,0.4943082630634308,0.521629273891449,0
289169707,亨亨的产品变量,1312,20,814.95,398.0,1844.55624316813,2.15,0.0,0.65,0.0,21.75,141.55,272.35,231.26637068654472,0.75,2.083333333333333,0.6797140977063845,0.2964200936048514,0.6938468584647546,0.300323195230289,1.3863922386558698,1.73798344858705,0.5687389373779297,0.3720670391061452,0.5391304347826087,0.4929069578647613,0.5137636065483093,1
300634025,滔搏电子竞技俱乐部,955088,20,179777.0,108248.5,191864.253423036,100.95,101.0,361.15,190.0,21.6,32.7,332.35,221.0551907746593,0.0,18.181818181818183,0.6366121117671405,0.2593622648211928,0.6648182973247467,0.2896636096734973,1.8052693791856007,0.5501314228217227,0.6524578928947449,0.3841164155541064,0.3477494608445609,0.5903424024581909,0.6156527996063232,0
345630501,黄龄,2664967,20,284492.95,67808.0,609237.6791634534,100.6,101.0,346.2,172.0,16.9,14.8,260.6,150.13096037512682,0.0,3.1088082901554404,0.7066071714805976,0.232384364947055,0.6652355659023387,0.3246874463063863,0.2830597446762242,0.8438173160594613,0.6388596892356873,0.4173323120691541,0.3878055996342218,0.5859164595603943,0.6326339244842529,0
345880241,好奇代码的三木,41410,20,1004.65,1001.5,195.51289498461009,3.55,3.0,0.15,0.0,73.85,112.0,469.2,98.895266237624,0.9,3.2258064516129035,0.7354158543994729,0.1885981359361841,0.7793183624744415,0.3020665324914644,1.7746439911114282,0.0,0.8626037836074829,0.6285883397454868,1.0,0.5961673855781555,0.8505355715751648,1
347128576,ZeQAQ,1819,10,6315.85,3960.5,5331.976381625347,39.9,26.0,4.5,1.0,34.6,51.1,1858.4,605.562148577232,0.5,6.0,0.7095269025781923,0.2566385657243686,0.6531517712606324,0.2701714215748617,1.7579706818962475,1.6075684817583942,0.7537571787834167,0.3901981474967757,0.4595375722543353,0.5569165349006653,0.5511677861213684,1
352091301,陶喆的音乐产房,1007695,20,106745.05,82951.5,66679.48579465407,100.55,101.0,460.25,467.5,39.0,136.6,427.2,302.73048635448174,0.0,5.084745762711864,0.6840207749627594,0.2311159669415502,0.7165567365206378,0.255321025434759,0.3240204910709962,0.9671086491089532,0.7649737596511841,0.4171208334587937,0.4453845664482473,0.5878603458404541,0.6441895961761475,0
355804646,宅宅小霸王,174139,20,53394.4,39881.0,37364.0187098145,95.2,100.0,108.8,89.5,29.65,2.55,327.0,103.92152910021252,0.0,4.10958904109589,0.6774676080035954,0.2513103054189736,0.653422253941886,0.318583573337392,1.2691442327973723,0.0805287386946963,0.5969983339309692,0.394019547756524,0.3118349443587036,0.5224368572235107,0.5350937843322754,0
383433896,教日语的阿飞老师,1275269,20,5068.2,3875.0,5031.699258856688,17.45,12.5,8.6,2.5,18.5,171.4,1934.75,1419.875453211154,0.4,9.523809523809524,0.694623513387404,0.2258738634803224,0.716097787325812,0.2241792593408884,1.5462801435281808,1.7867708786764491,0.8727031946182251,0.4579065700724457,0.451048951048951,0.6103830933570862,0.5183026790618896,1
386112702,美芳Mia,10697,20,3980.85,3663.0,3704.188856089677,6.6,4.0,2.65,0.5,19.35,36.9,2050.2,2539.104931394443,0.5,0.99009900990099,0.7045690501955423,0.2602352685301258,0.7613225000084571,0.2782529376862589,1.6145295404059867,1.289932242806186,0.7137547135353088,0.413504189255791,0.4329004329004329,0.4979313313961029,0.5922383069992065,1
386917389,AI编程布道者-金角大王,197607,20,6581.75,1338.0,20063.34382026087,7.25,2.0,1.2,0.0,13.4,0.0,90.6,60.27952432320264,0.65,31.57894736842105,0.6466793360124374,0.2589444331415865,0.5451962137594819,0.3056029255087512,1.8505782283879977,1.8124322224367149,0.5508487224578857,0.3662227602905569,0.532051282051282,0.5380484461784363,0.6127309799194336,1
388699948,欧阳娜娜Nana,1658029,20,132068.75,45822.5,260637.7552566972,70.0,75.0,141.9,36.5,24.0,9.3,392.95,293.6873516621303,0.05,1.875,0.7876601010168504,0.2282312717224602,0.73402466703373,0.299707100345347,0.9945821757432908,0.7938174288738162,0.7200509905815125,0.4071746530505368,0.3896358013002587,0.6182613372802734,0.6208845376968384,0
400813602,Ayase-YOASOBI,1601566,20,176226.0,78478.5,226537.8071625132,51.15,59.0,108.95,3.0,51.7,112.75,199.45,116.8861231689788,0.5,2.6905829596412554,0.6770979420992956,0.2359322721356153,0.756408952576625,0.273157178099217,0.5436827166830527,0.8333238453740166,0.7514563202857971,0.4179406292970962,0.3455980224377258,0.5762248039245605,0.5944694876670837,0
401742377,原神,20205247,20,1223293.0,952516.5,916546.7071678092,101.0,101.0,1104.35,916.0,20.1,189.3,676.85,514.0591879520767,0.0,29.268292682926827,0.6918147400731571,0.2392864668790842,0.760486062314812,0.2710607782496753,1.0719552019629603,1.263215426247903,0.7859519124031067,0.3939308265008011,0.4624565191315821,0.5880548357963562,0.6146003603935242,0
431073645,你的影月月,9185177,20,363230.35,209154.0,435554.1293648423,99.3,101.0,259.25,108.0,45.1,110.55,916.5,1207.316009737476,0.0,30.0,0.6279089947152331,0.2634594354391552,0.6381827732027223,0.3151025584199631,1.0051903089535963,1.2441290380462695,0.7278661727905273,0.3706792551796485,0.3293878569645976,0.5715673565864563,0.5928981304168701,0
435203110,村长托马斯,448852,20,368164.55,304828.5,241060.89392548776,100.95,101.0,1223.5,1196.5,27.05,73.7,1118.35,384.945693367396,0.0,2.0,0.6576045403624191,0.238062773035265,0.6516466610080935,0.2960429173715412,0.0646106029957494,0.5310884038356873,0.7056822776794434,0.3763401109057301,0.3143382720492672,0.5365816354751587,0.5334521532058716,0
