uid,up_name,followers,label_binary,avg_comment_scraped,avg_danmaku,avg_length,avg_play,comment_repetition,danmaku_missing_rate,med_danmaku,med_play,std_length,upload_freq,model_prob_high,model_pred_label,confidence,shap_sum,shap_norm,value_score,score_percentile,score_bucket
679237565,张宇考研数学,1261276,0,51.25,36.9,743.45,22848.8,0.381346578366446,0.25,1.5,19012.5,2397.18691441272,20.0,0.44,0,0.56,-0.06373225612404383,0.554585152838428,55.72925764192141,30.53435114503817,Middle 60%
1185017133,ITZY,847461,1,93.5,555.45,654.35,92810.45,0.346562618291937,0.0,443.5,49775.0,658.900301938569,16.2162162162162,0.74,1,0.74,0.23626774387595592,0.9475982532751089,84.37991266375545,93.51145038167938,Top 20%
1242710972,产品经理远远,9595,0,4.0,0.15,1866.9,723.1,0.796852646638054,0.85,0.0,567.0,1198.36519782928,8.95522388059701,0.4266666666666667,0,0.5733333333333333,-0.07706558945737745,0.5371179039301306,55.522561863173195,27.480916030534353,Middle 60%
1283676771,不加醋的氨基酸,382986,1,92.85,216.75,441.5,160068.15,0.375147750961724,0.0,107.5,85115.5,249.759990053609,4.6875,0.7,1,0.7,0.19626774387595583,0.895196506550218,79.7598253275109,83.58778625954199,Top 20%
1340190821,崩坏星穹铁道,11702292,1,101.0,1380.0,784.2,3357034.65,0.380499668361707,0.0,1200.0,2758302.0,443.18828124351296,8.33333333333333,0.7333333333333333,1,0.7333333333333333,0.2296010772092892,0.9388646288209604,83.60989810771468,89.69465648854961,Top 20%
1369801844,普本生的求职指南,386374,0,46.35,6.2,50.55,46665.95,0.395150025143879,0.3,3.0,23347.5,12.0807589514113,2.51046025104603,0.03333333333333333,0,0.9666666666666667,-0.4703989227907105,0.021834061135371105,49.42503639010189,3.0534351145038165,Bottom 20%
1401050701,张韶涵,139903,1,100.388888888889,408.833333333333,438.5,350870.555555556,0.417263513513514,0.0,276.5,303011.5,343.560637682354,2.17741935483871,0.6833333333333333,1,0.6833333333333333,0.179601077209289,0.8733624454148465,77.83478893740899,66.03053435114504,Middle 60%
1440478645,黑猫剪影-,28365,0,1.3,0.75,132.05,34106.95,0.431924882629108,0.8,0.0,14590.0,22.3264652964051,300.0,0.16333333333333333,0,0.8366666666666667,-0.34039892279071066,0.19213973799126613,51.44032023289664,6.106870229007633,Bottom 20%
1459104794,MyGO_AveMujica,919690,1,100.8,497.1,1186.6,168436.0,0.623927392739274,0.0,342.5,53405.5,649.645117696861,6.59340659340659,0.73,1,0.73,0.2262677438759561,0.9344978165938864,83.22489082969432,88.54961832061069,Top 20%
1562955722,李老师讲面试,8097,0,3.35,0.0,577.85,667.3,0.596006144393241,1.0,0.0,383.0,570.480985890992,46.1538461538462,0.44666666666666666,0,0.5533333333333333,-0.057065589457377566,0.563318777292576,55.832605531295464,31.679389312977097,Middle 60%
